1 0.0,0.0,0.0,0.0,0.0,1.0
49153 0.0,0.0,0.0,0.0,0.0,0.0
49154 0.0,0.0,0.0,0.0,0.0,0.0
32773 0.0,0.0,0.6113285759206961,0.7259526839058266,0.30566428796034806,0.07641607199008701
5 0.0,0.0,0.0,0.0,0.0,0.0
49161 0.0,0.0,0.0,0.0,0.0,0.0
32780 0.0,0.0,0.0,0.0,0.0,0.0
49165 0.0,0.0,0.016549850824454444,0.3309970164890889,0.24824776236681667,0.9102417953449945
49166 0.0,0.0,0.0,0.0,0.0,0.0
65553 0.004051748964186839,0.0,0.9771467918630593,0.21204152912577792,0.009454080916435958,0.010804663904498238
16 0.05258304820496189,0.0,0.5784135302545808,0.8062734058094156,0.07011073093994918,0.08763841367493648
49172 0.0,0.0,0.03293324609693921,0.461065445357149,0.3293324609693921,0.8233311524234803
20 0.0,0.0,0.0,0.0,0.0,0.0
49173 0.0,0.0,0.0,0.0,0.0,0.0
49174 0.0,0.0,0.0,0.0,0.0,0.0
49176 0.0,0.0,0.0,0.0,0.0,0.0
49177 0.0,0.0,0.0,0.0,0.0,0.0
16411 0.08554387987676937,0.009720895440541973,0.8632155151201272,0.48604477202709867,0.10498567075785331,0.013609253616758762
65562 0.0,0.0,0.6243896462917458,0.7691756512289623,0.009049125308576026,0.1357368796286404
27 0.0,0.0,0.0,0.0,0.0,0.0
49181 0.0,0.0,0.0,0.9544799780350297,0.0,0.2982749931359468
16413 0.0,0.0,0.0,0.0,0.0,1.0
16414 0.0,0.0,0.0,0.0,0.0,1.0
30 0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
49182 0.0,0.0,0.0,0.0,0.0,0.0
16415 0.0,0.0,0.0,0.0,0.0,0.0
32800 0.07146762855312222,0.0,0.7628753838577464,0.6348984676114579,0.09141208303306331,0.038226871086553746
49184 0.0,0.0,0.0,0.0,0.0,0.0
65568 0.0,0.0,0.0,0.0,0.0,0.0
65571 0.0,0.0,0.0,0.0,0.0,0.0
32803 0.0,0.0,0.18509792535309905,0.97176410810377,0.04627448133827476,0.13882344401482427
65570 0.0,0.0,0.0,1.0,0.0,0.0
32804 0.0,0.0,0.0,0.0,0.0,0.0
49190 0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
38 0.0,0.0,0.0,0.0,0.0,0.0
39 0.0,0.0,0.0,0.0,0.0,0.0
16424 0.0,0.0,0.0,0.0,0.0,0.0
49192 0.0,0.0,0.0,0.0,0.0,1.0
40 0.0,0.0,0.0,0.0,0.0,0.0
16427 0.0,0.0,0.0,1.0,0.0,0.0
44 0.0,0.0,0.0,0.0,0.0,0.0
16428 0.0,0.0,0.0,0.0,0.0,1.0
45 0.0,0.0,0.0,0.0,0.0,0.0
32814 0.012354155277685021,0.0,0.36444758069170813,0.920384568187534,0.055593698749582594,0.1297186304156927
32815 0.0,0.0,0.0,0.0,0.0,0.0
49199 0.0,0.0,0.0,0.9805806756909201,0.0,0.19611613513818402
32817 0.0,0.0,0.0,0.0,0.0,0.0
49 0.0,0.0,0.0,0.0,0.0,0.0
65586 0.0,0.0,0.9331632409526669,0.3582680300086132,0.0,0.02916135127977084
16435 0.0,0.0,0.0,0.0,0.0,1.0
65597 0.0,0.0,0.0,0.0,0.0,0.0
65599 0.0,0.0,0.0,0.0,0.0,0.0
32832 0.057696575348317694,0.0,0.36925808222923323,0.8769879452944289,0.2077076712539437,0.21924698632360723
49216 0.15239093548527896,0.0,0.539717896510363,0.8064020336096012,0.1714398024209388,0.07619546774263948
16448 0.0,0.0,0.554700196225229,0.8320502943378436,0.0,0.0
32833 0.0,0.0,0.0,0.0,0.0,1.0
32834 0.0,0.0,0.0,0.0,0.0,0.0
16451 0.0,0.0,0.0,0.0,0.0,1.0
49219 0.0,0.0,0.0,0.0,0.0,0.0
49220 0.0,0.0,0.0,0.0,0.0,0.0
16453 0.0,0.0,0.0,0.0,0.0,0.0
32838 0.0,0.0,0.03293324609693921,0.461065445357149,0.3293324609693921,0.8233311524234803
16455 0.0,0.0,0.0,0.9320546490018,0.18641092980036,0.31068488300060004
49223 0.0,0.0,0.5252257314388902,0.5252257314388902,0.6565321642986127,0.13130643285972254
49225 0.0,0.0,0.0,0.9938837346736188,0.0,0.11043152607484653
65615 0.0,0.0,0.0,0.0,1.0,0.0
65617 0.0,0.0,0.0,1.0,0.0,0.0
65619 0.0,0.0,0.0,0.0,0.0,0.0
16467 0.019335633336292925,0.0,0.5994046334250807,0.7444218834472776,0.2803666833762474,0.08701035001331817
65618 0.0,0.0,0.0,0.0,0.0,1.0
65621 0.0,0.0,0.0,0.7682212795973757,0.0,0.6401843996644797
16468 0.0,0.0,0.0,0.0,0.0,0.0
65622 0.0,0.0,0.0,0.0,0.0,0.0
32856 0.0,0.0,0.8787267686099997,0.4393633843049998,0.17973956630659083,0.049927657307386346
65625 0.0,0.0,0.0,0.0,0.0,1.0
65624 0.0,0.0,0.0,1.0,0.0,0.0
65627 0.0,0.0,0.0,0.0,0.0,1.0
65626 0.0,0.0,0.0,0.0,0.0,0.0
32860 0.0,0.0,0.0,0.0,0.0,1.0
16476 0.0,0.0,0.46475800154489005,0.5163977794943223,0.6713171133426189,0.25819888974716115
16477 0.0,0.0,0.0,0.0,0.0,0.0
65631 0.0,0.0,0.0,0.0,0.0,1.0
32863 0.0,0.0,0.0,0.0,0.0,0.0
32864 0.0,0.0,0.0,0.0,0.0,0.0
97 0.011505784007378067,0.0,0.9765534176262134,0.2137199379370476,0.023011568014756133,0.0023011568014756133
65634 0.0,0.0,0.0,0.0,0.0,1.0
16483 0.0,0.0,0.0,0.9486832980505138,0.0,0.31622776601683794
49254 0.0,0.0,0.9165337816948194,0.399514725354152,0.011750433098651529,0.014688041373314413
65647 0.0,0.0,0.0,0.0,0.0,0.0
16495 0.0,0.0,0.0,0.0,0.0,0.0
16496 0.0,0.0,0.0,0.0,0.0,1.0
32881 0.0,0.0,0.9106873264797758,0.4122706140144931,0.018459878239454917,0.018459878239454917
16497 0.0,0.0,0.0,0.0,0.0,0.0
65651 0.0,0.0,0.0,0.0,0.0,0.0
65650 0.0,0.0,0.0,0.0,0.0,1.0
116 0.012406038433946442,0.0,0.8777272192017108,0.4528204028390452,0.15507548042433053,0.018609057650919664
16500 0.0,0.0,0.0,0.0,0.0,0.0
65661 0.0,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0
65662 0.0,0.0,0.0,0.0,0.0,0.0
16512 0.0,0.0,0.0,0.0,0.0,0.0
65665 0.0,0.0,0.0,0.9486832980505138,0.0,0.31622776601683794
129 0.0,0.0,0.0,0.0,0.0,0.0
132 0.0,0.0,0.0,0.0,0.0,0.0
136 0.0,0.0,0.6113285759206961,0.7259526839058266,0.30566428796034806,0.07641607199008701
16521 0.04270697373842823,0.0,0.43561113213196795,0.8883050537593072,0.10249673697222776,0.0939553422245421
32905 0.0,0.0,0.939793423488437,0.3417430630867044,0.0,0.0
16522 0.0,0.0,0.0,0.0,0.0,1.0
140 0.0,0.0,0.0,0.0,1.0,0.0
49295 0.029068156157781747,0.0,0.9215115469668704,0.3855355448295263,0.031957972851830226,0.017678878598884805
32911 0.0,0.0,0.0,0.0,0.0,0.0
32913 0.0,0.0,0.0,0.0,0.0,0.0
49299 0.07046939861048682,0.0,0.5509425709547151,0.8264138564320727,0.07687570757507653,0.051250471716717684
32915 0.0,0.0,0.0,0.0,0.0,0.0
32916 0.0,0.0,0.0,0.0,0.0,0.0
49300 0.0,0.0,0.0,0.0,0.0,0.0
49301 0.0,0.0,0.0,0.0,0.0,0.0
65687 0.059445283506487076,0.0,0.720336964843314,0.6713820254850306,0.15735516222305404,0.04545815797554894
16535 0.0,0.0,0.7869286231209508,0.6158571833120484,0.03421428796178047,0.017107143980890235
49303 0.0,0.0,0.0,0.0,0.0,0.0
49304 0.0,0.0,0.0,0.0,0.0,1.0
65688 0.0,0.0,0.0,0.0,0.0,0.0
32924 0.0,0.0,0.0,0.0,0.0,0.0
65692 0.0,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0
159 0.0,0.0,0.7795495505021144,0.6236396404016915,0.0519699700334743,0.02598498501673715
65697 0.0,0.0,1.0,0.0,0.0,0.0
32928 0.0,0.0,0.29814239699997197,0.8944271909999159,0.29814239699997197,0.14907119849998599
49313 0.0,0.0,0.0,0.0,0.0,1.0
32930 0.0,0.0,0.0,0.0,0.0,1.0
32931 0.0,0.0,0.0,0.0,0.0,0.0
165 0.0,0.0,0.0,1.0,0.0,0.0
166 0.0,0.0,0.0,0.0,0.0,1.0
32935 0.0,0.0,0.0,0.9805806756909201,0.0,0.19611613513818402
65707 0.0,0.0,0.7196065268607981,0.6939062937586268,0.0,0.02570023310217136
32939 0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
65711 0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
16558 0.0,0.0,0.1424940999758193,0.7837175498670061,0.4274822999274579,0.4274822999274579
175 0.0,0.0,0.7568574477211713,0.6515555419512691,0.0329068455530944,0.03948821466371328
16560 0.0,0.0,0.0,0.0,0.37139067635410367,0.9284766908852592
176 0.0,0.0,0.0,0.0,0.0,0.0
177 0.0,0.0,0.0,0.0,0.0,0.0
178 0.0,0.0,0.0,0.0,0.0,0.0
179 0.0,0.0,0.0,0.0,0.0,0.0
49332 0.05194055906723383,0.0,0.8924332421551994,0.4438556865745436,0.06138429707945816,0.009443738012224333
49333 0.0,0.0,0.0,0.0,0.0,0.0
181 0.0,0.0,0.0,0.0,1.0,0.0
49334 0.0,0.0,0.0,0.0,0.0,0.0
183 0.0,0.0,0.0,0.9486832980505138,0.0,0.31622776601683794
16570 0.0,0.0,0.5680385319742082,0.8121007149136968,0.0215984232689813,0.13175038194078592
49340 0.0,0.0,0.535655668229714,0.8240856434303292,0.16481712868606585,0.08240856434303293
189 0.0,0.0,0.6153846153846154,0.7692307692307693,0.15384615384615385,0.07692307692307693
65727 0.0759716875325358,0.0,0.4727127224246672,0.8694537573167986,0.1012955833767144,0.0675303889178096
190 0.0,0.0,0.0,0.0,0.0,1.0
16574 0.0,0.0,0.0,0.0,0.0,0.0
16575 0.0,0.0,0.0,0.0,0.0,0.0
192 0.0,0.0,0.0,0.0,0.0,0.0
65729 0.0,0.0,0.0,0.0,0.0,0.0
195 0.0,0.0,0.0,0.0,0.0,0.0
16581 0.0,0.0,0.0,0.0,0.0,1.0
197 0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
65734 0.0,0.0,0.0,0.0,0.0,0.0
16584 0.0,0.0,0.0,0.0,0.0,0.0
16586 0.0,0.0,0.0,0.0,0.0,0.0
16587 0.0,0.0,0.0,0.0,0.0,1.0
49356 0.0,0.0,0.8840396193326219,0.46703979889270586,0.016679992817596637,0.008339996408798319
215 0.06311818298798086,0.0,0.7668859233039674,0.6343377390292076,0.07258591043617799,0.015779545746995215
216 0.0,0.0,0.0,0.0,0.0,0.0
49369 0.033188480543536146,0.0,0.5807984095118826,0.791782321538648,0.1659424027176807,0.08435405471482102
223 0.0,0.0,0.0,0.0,0.0,0.0
32992 0.00702453078606947,0.0,0.9781659119601737,0.20722365818904936,0.01404906157213894,0.0017561326965173675
16610 0.29662064231936197,0.01048658836482593,0.4314482070099811,0.8239462286648944,0.2052375151401646,0.06891186639742754
16611 0.0,0.0,0.0,0.0,0.0,0.0
16612 0.0,0.0,0.0,0.0,0.0,0.0
230 0.0,0.0,0.0,1.0,0.0,0.0
49382 0.0,0.0,0.7412493166611012,0.667124384994991,0.0,0.07412493166611012
233 0.0,0.0,0.0,0.0,0.0,1.0
16619 0.0,0.0,0.6101406776992688,0.7847214480518164,0.02123004112462368,0.10719089391354114
16620 0.0,0.0,0.0,0.0,0.0,1.0
16623 0.0,0.0,0.0,0.0,0.0,1.0
