1 0.1647062723529925,0.001035888505364733,0.9861658571072257,0.018645993096565193,0.0,0.0
2 0.01890117197987685,0.0,0.9996619847134867,0.01785110686988369,0.0,0.0
3 0.01890117197987685,0.0,0.9996619847134867,0.01785110686988369,0.0,0.0
4 0.01890117197987685,0.0,0.9996619847134867,0.01785110686988369,0.0,0.0
5 0.03568582884859762,0.0010495832014293417,0.9992032077607332,0.01784291442429881,0.0,0.0
6 0.01890117197987685,0.0,0.9996619847134867,0.01785110686988369,0.0,0.0
7 0.01785110686988369,0.0,0.9996619847134867,0.01890117197987685,0.0,0.0
8 0.03568582884859762,0.0010495832014293417,0.9992032077607332,0.01784291442429881,0.0,0.0
9 0.01890117197987685,0.0,0.9996619847134867,0.01785110686988369,0.0,0.0
10 0.01890117197987685,0.0,0.9996619847134867,0.01785110686988369,0.0,0.0
11 0.01785110686988369,0.0,0.9996619847134867,0.01890117197987685,0.0,0.0
12 0.0,0.0,0.9998405993454448,0.017854296416882943,0.0,0.0
13 0.0,0.0,0.9998405993454448,0.017854296416882943,0.0,0.0
14 0.0,0.0,0.9998405993454448,0.017854296416882943,0.0,0.0
15 0.0,0.0,0.9998405993454448,0.017854296416882943,0.0,0.0
16 0.0,0.0,0.9998405993454448,0.017854296416882943,0.0,0.0
17 0.0,0.0,0.9998405993454448,0.017854296416882943,0.0,0.0
18 0.0,0.0,0.9998405993454448,0.017854296416882943,0.0,0.0
19 0.0,0.0,0.9998405993454448,0.017854296416882943,0.0,0.0
20 0.0,0.0,0.9998405993454448,0.017854296416882943,0.0,0.0
21 0.0,0.0,0.0,0.0,0.0,0.0
22 0.0,0.0,0.0,0.0,0.0,0.0
23 0.0,0.0,0.0,0.0,0.0,0.0
24 0.0,1.0,0.0,0.0,0.0,0.0
25 0.0,0.0,0.0,0.0,0.0,0.0
26 0.0,0.0,0.0,0.0,0.0,0.0
27 0.0,0.0,0.0,0.0,0.0,0.0
28 0.0,0.0,0.0,1.0,0.0,0.0
